# cell_number,T2_degC,LON,LAT
1.000000000000000000e+00,2.796635131835937500e+02,-6.221364140510559082e-01,-4.545512676239013672e+00,-1.561920166015625000e+01,2.795084762573242188e+01
2.000000000000000000e+00,2.795325012207031250e+02,-9.009851813316345215e-01,-4.373491287231445312e+00,-1.561691284179687500e+01,2.795082855224609375e+01
3.000000000000000000e+00,2.793526611328125000e+02,-1.148355007171630859e+00,-4.342288970947265625e+00,-1.561462402343750000e+01,2.795080947875976562e+01
4.000000000000000000e+00,2.791252136230468750e+02,-1.352397918701171875e+00,-4.348228454589843750e+00,-1.561236572265625000e+01,2.795078277587890625e+01
5.000000000000000000e+00,2.788475952148437500e+02,-1.504710793495178223e+00,-4.397835254669189453e+00,-1.561007690429687500e+01,2.795075225830078125e+01
6.000000000000000000e+00,2.784750061035156250e+02,-1.574031829833984375e+00,-4.474702358245849609e+00,-1.560778808593750000e+01,2.795072555541992188e+01
7.000000000000000000e+00,2.781728210449218750e+02,-1.562152147293090820e+00,-4.571310997009277344e+00,-1.560549926757812500e+01,2.795069885253906250e+01
8.000000000000000000e+00,2.778922729492187500e+02,-1.538947463035583496e+00,-4.665954589843750000e+00,-1.560324096679687500e+01,2.795068359375000000e+01
9.000000000000000000e+00,2.776371459960937500e+02,-1.458916068077087402e+00,-4.783440589904785156e+00,-1.560095214843750000e+01,2.795066452026367188e+01
1.000000000000000000e+01,2.774581604003906250e+02,-1.174939632415771484e+00,-4.786632537841796875e+00,-1.559866333007812500e+01,2.795063018798828125e+01
1.100000000000000000e+01,2.772846374511718750e+02,-7.390377521514892578e-01,-4.770155429840087891e+00,-1.559637451171875000e+01,2.795061874389648438e+01
1.200000000000000000e+01,2.771885070800781250e+02,-2.060392796993255615e-01,-4.850834369659423828e+00,-1.559411621093750000e+01,2.795058822631835938e+01
1.300000000000000000e+01,2.771423950195312500e+02,5.920948386192321777e-01,-5.027430057525634766e+00,-1.559182739257812500e+01,2.795056915283203125e+01
1.400000000000000000e+01,2.771961059570312500e+02,1.359316825866699219e+00,-5.117574214935302734e+00,-1.558953857421875000e+01,2.795053482055664062e+01
1.500000000000000000e+01,2.773158569335937500e+02,1.753219366073608398e+00,-5.291388988494873047e+00,-1.558728027343750000e+01,2.795050811767578125e+01
1.600000000000000000e+01,2.775462951660156250e+02,1.812417387962341309e+00,-5.216366291046142578e+00,-1.558499145507812500e+01,2.795050048828125000e+01
1.700000000000000000e+01,2.778470153808593750e+02,1.573714494705200195e+00,-5.264615535736083984e+00,-1.558270263671875000e+01,2.795046615600585938e+01
1.800000000000000000e+01,2.780592346191406250e+02,1.309521317481994629e+00,-4.874960899353027344e+00,-1.558041381835937500e+01,2.795045471191406250e+01
1.900000000000000000e+01,2.783451843261718750e+02,1.077438831329345703e+00,-4.356043338775634766e+00,-1.557815551757812500e+01,2.795041275024414062e+01
2.000000000000000000e+01,2.785634155273437500e+02,8.772838115692138672e-01,-3.753158807754516602e+00,-1.557586669921875000e+01,2.795038604736328125e+01
2.100000000000000000e+01,2.783798217773437500e+02,6.772832870483398438e-01,-2.369042158126831055e+00,-1.557357788085937500e+01,2.795037841796875000e+01
2.200000000000000000e+01,2.784283447265625000e+02,6.702899932861328125e-01,-2.063248395919799805e+00,-1.557128906250000000e+01,2.795035171508789062e+01
2.300000000000000000e+01,2.784934082031250000e+02,7.664838433265686035e-01,-1.890454530715942383e+00,-1.556903076171875000e+01,2.795032882690429688e+01
2.400000000000000000e+01,2.784981994628906250e+02,8.810887336730957031e-01,-1.871447801589965820e+00,-1.556674194335937500e+01,2.795030212402343750e+01
2.500000000000000000e+01,2.784810180664062500e+02,9.440312385559082031e-01,-1.986599683761596680e+00,-1.556445312500000000e+01,2.795027542114257812e+01
2.600000000000000000e+01,2.785891418457031250e+02,1.020881533622741699e+00,-2.581456899642944336e+00,-1.556216430664062500e+01,2.795024871826171875e+01
2.700000000000000000e+01,2.785859375000000000e+02,1.215426921844482422e+00,-3.148750305175781250e+00,-1.555990600585937500e+01,2.795022964477539062e+01
2.800000000000000000e+01,2.784700012207031250e+02,1.410210728645324707e+00,-3.633141756057739258e+00,-1.555761718750000000e+01,2.795019912719726562e+01
2.900000000000000000e+01,2.783083496093750000e+02,1.609824776649475098e+00,-4.154889583587646484e+00,-1.555532836914062500e+01,2.795018768310546875e+01
3.000000000000000000e+01,2.781270141601562500e+02,1.804272651672363281e+00,-4.600300788879394531e+00,-1.555307006835937500e+01,2.795015335083007812e+01
3.100000000000000000e+01,2.778153381347656250e+02,2.004191875457763672e+00,-4.723988533020019531e+00,-1.555078125000000000e+01,2.795013809204101562e+01
3.200000000000000000e+01,2.776683044433593750e+02,2.171172618865966797e+00,-4.906832218170166016e+00,-1.554849243164062500e+01,2.795011138916015625e+01
3.300000000000000000e+01,2.776057434082031250e+02,2.324522972106933594e+00,-5.133625507354736328e+00,-1.554620361328125000e+01,2.795009231567382812e+01
3.400000000000000000e+01,2.775578918457031250e+02,2.456961154937744141e+00,-5.364609241485595703e+00,-1.554394531250000000e+01,2.795005035400390625e+01
3.500000000000000000e+01,2.775706787109375000e+02,2.561878204345703125e+00,-5.391411304473876953e+00,-1.554165649414062500e+01,2.795003509521484375e+01
3.600000000000000000e+01,2.777311706542968750e+02,2.628672599792480469e+00,-5.288736343383789062e+00,-1.553936767578125000e+01,2.795000076293945312e+01
