# cell_number,T2_degC,LON,LAT
1.578000000000000000e+03,2.861102600097656250e+02,-1.544314575195312500e+01,2.797915267944335938e+01
1.579000000000000000e+03,2.862663574218750000e+02,-1.544085693359375000e+01,2.797912597656250000e+01
1.580000000000000000e+03,2.863899536132812500e+02,-1.543856811523437500e+01,2.797909164428710938e+01
1.581000000000000000e+03,2.865110778808593750e+02,-1.543630981445312500e+01,2.797908020019531250e+01
1.582000000000000000e+03,2.866275634765625000e+02,-1.543402099609375000e+01,2.797903823852539062e+01
1.583000000000000000e+03,2.867444763183593750e+02,-1.543173217773437500e+01,2.797901153564453125e+01
1.584000000000000000e+03,2.868558959960937500e+02,-1.542944335937500000e+01,2.797898864746093750e+01
1.585000000000000000e+03,2.869566650390625000e+02,-1.542718505859375000e+01,2.797896194458007812e+01
1.586000000000000000e+03,2.870275573730468750e+02,-1.542489624023437500e+01,2.797893524169921875e+01
1.587000000000000000e+03,2.871246948242187500e+02,-1.542260742187500000e+01,2.797890090942382812e+01
1.588000000000000000e+03,2.872081604003906250e+02,-1.542031860351562500e+01,2.797888565063476562e+01
1.589000000000000000e+03,2.872775268554687500e+02,-1.541806030273437500e+01,2.797885131835937500e+01
1.590000000000000000e+03,2.873600463867187500e+02,-1.541577148437500000e+01,2.797882080078125000e+01
1.591000000000000000e+03,2.874230041503906250e+02,-1.541348266601562500e+01,2.797878646850585938e+01
1.592000000000000000e+03,2.874851074218750000e+02,-1.541119384765625000e+01,2.797877883911132812e+01
1.593000000000000000e+03,2.875521850585937500e+02,-1.540893554687500000e+01,2.797875213623046875e+01
1.594000000000000000e+03,2.875767517089843750e+02,-1.540664672851562500e+01,2.797872161865234375e+01
1.595000000000000000e+03,2.876624755859375000e+02,-1.540435791015625000e+01,2.797868347167968750e+01
1.596000000000000000e+03,2.877438049316406250e+02,-1.540206909179687500e+01,2.797867584228515625e+01
1.597000000000000000e+03,2.878110656738281250e+02,-1.539981079101562500e+01,2.797863388061523438e+01
1.598000000000000000e+03,2.879323120117187500e+02,-1.539752197265625000e+01,2.797861480712890625e+01
1.599000000000000000e+03,2.880199584960937500e+02,-1.539523315429687500e+01,2.797858810424804688e+01
1.600000000000000000e+03,2.880855407714843750e+02,-1.539294433593750000e+01,2.797855758666992188e+01
1.601000000000000000e+03,2.791801147460937500e+02,-1.561877441406250000e+01,2.798308944702148438e+01
1.602000000000000000e+03,2.790929260253906250e+02,-1.561648559570312500e+01,2.798305892944335938e+01
1.603000000000000000e+03,2.789823303222656250e+02,-1.561419677734375000e+01,2.798303222656250000e+01
1.604000000000000000e+03,2.788338928222656250e+02,-1.561193847656250000e+01,2.798301315307617188e+01
1.605000000000000000e+03,2.786081848144531250e+02,-1.560964965820312500e+01,2.798299407958984375e+01
1.606000000000000000e+03,2.785390319824218750e+02,-1.560736083984375000e+01,2.798295974731445312e+01
1.607000000000000000e+03,2.785159912109375000e+02,-1.560507202148437500e+01,2.798294448852539062e+01
1.608000000000000000e+03,2.785011596679687500e+02,-1.560281372070312500e+01,2.798292541503906250e+01
1.609000000000000000e+03,2.784726867675781250e+02,-1.560052490234375000e+01,2.798289489746093750e+01
1.610000000000000000e+03,2.781648864746093750e+02,-1.559823608398437500e+01,2.798286056518554688e+01
1.611000000000000000e+03,2.777846069335937500e+02,-1.559594726562500000e+01,2.798284149169921875e+01
1.612000000000000000e+03,2.773672485351562500e+02,-1.559368896484375000e+01,2.798282241821289062e+01
1.613000000000000000e+03,2.769268188476562500e+02,-1.559140014648437500e+01,2.798279953002929688e+01
1.614000000000000000e+03,2.765533142089843750e+02,-1.558911132812500000e+01,2.798277282714843750e+01
1.615000000000000000e+03,2.762787170410156250e+02,-1.558682250976562500e+01,2.798276138305664062e+01
1.616000000000000000e+03,2.760588989257812500e+02,-1.558453369140625000e+01,2.798271942138671875e+01
1.617000000000000000e+03,2.758620910644531250e+02,-1.558227539062500000e+01,2.798269271850585938e+01
1.618000000000000000e+03,2.757531433105468750e+02,-1.557998657226562500e+01,2.798266983032226562e+01
1.619000000000000000e+03,2.759016113281250000e+02,-1.557769775390625000e+01,2.798265075683593750e+01
1.620000000000000000e+03,2.762141723632812500e+02,-1.557543945312500000e+01,2.798262405395507812e+01
1.621000000000000000e+03,2.765672912597656250e+02,-1.557315063476562500e+01,2.798260116577148438e+01
1.622000000000000000e+03,2.768644104003906250e+02,-1.557086181640625000e+01,2.798258209228515625e+01
1.623000000000000000e+03,2.770009460449218750e+02,-1.556857299804687500e+01,2.798255538940429688e+01
1.624000000000000000e+03,2.773634033203125000e+02,-1.556628417968750000e+01,2.798253631591796875e+01
1.625000000000000000e+03,2.774550476074218750e+02,-1.556402587890625000e+01,2.798250579833984375e+01
1.626000000000000000e+03,2.775711975097656250e+02,-1.556173706054687500e+01,2.798247909545898438e+01
1.627000000000000000e+03,2.777394714355468750e+02,-1.555944824218750000e+01,2.798246002197265625e+01
1.628000000000000000e+03,2.779453735351562500e+02,-1.555715942382812500e+01,2.798244476318359375e+01
1.629000000000000000e+03,2.781618347167968750e+02,-1.555490112304687500e+01,2.798240661621093750e+01
1.630000000000000000e+03,2.782916259765625000e+02,-1.555261230468750000e+01,2.798238372802734375e+01
1.631000000000000000e+03,2.782750244140625000e+02,-1.555032348632812500e+01,2.798235702514648438e+01
1.632000000000000000e+03,2.781683044433593750e+02,-1.554803466796875000e+01,2.798233032226562500e+01
1.633000000000000000e+03,2.782137451171875000e+02,-1.554577636718750000e+01,2.798230743408203125e+01
1.634000000000000000e+03,2.787098083496093750e+02,-1.554348754882812500e+01,2.798229598999023438e+01
1.635000000000000000e+03,2.792295532226562500e+02,-1.554119873046875000e+01,2.798225402832031250e+01
1.636000000000000000e+03,2.797980041503906250e+02,-1.553890991210937500e+01,2.798223495483398438e+01
1.637000000000000000e+03,2.803070068359375000e+02,-1.553665161132812500e+01,2.798220825195312500e+01
1.638000000000000000e+03,2.807627868652343750e+02,-1.553436279296875000e+01,2.798217773437500000e+01
1.639000000000000000e+03,2.814384155273437500e+02,-1.553207397460937500e+01,2.798215866088867188e+01
1.640000000000000000e+03,2.818405456542968750e+02,-1.552978515625000000e+01,2.798214340209960938e+01
1.641000000000000000e+03,2.821251220703125000e+02,-1.552752685546875000e+01,2.798211669921875000e+01
1.642000000000000000e+03,2.823532714843750000e+02,-1.552523803710937500e+01,2.798208236694335938e+01
1.643000000000000000e+03,2.820747985839843750e+02,-1.552294921875000000e+01,2.798206329345703125e+01
1.644000000000000000e+03,2.821134643554687500e+02,-1.552066040039062500e+01,2.798204803466796875e+01
1.645000000000000000e+03,2.822402954101562500e+02,-1.551840209960937500e+01,2.798201370239257812e+01
1.646000000000000000e+03,2.826576538085937500e+02,-1.551611328125000000e+01,2.798198318481445312e+01
1.647000000000000000e+03,2.828977355957031250e+02,-1.551382446289062500e+01,2.798196792602539062e+01
1.648000000000000000e+03,2.831289062500000000e+02,-1.551153564453125000e+01,2.798192596435546875e+01
1.649000000000000000e+03,2.833683471679687500e+02,-1.550927734375000000e+01,2.798191833496093750e+01
1.650000000000000000e+03,2.835784301757812500e+02,-1.550698852539062500e+01,2.798189163208007812e+01
1.651000000000000000e+03,2.837635803222656250e+02,-1.550469970703125000e+01,2.798186492919921875e+01
1.652000000000000000e+03,2.839341125488281250e+02,-1.550241088867187500e+01,2.798183059692382812e+01
1.653000000000000000e+03,2.840986633300781250e+02,-1.550015258789062500e+01,2.798181915283203125e+01
1.654000000000000000e+03,2.841840515136718750e+02,-1.549786376953125000e+01,2.798177719116210938e+01
1.655000000000000000e+03,2.842891235351562500e+02,-1.549557495117187500e+01,2.798176193237304688e+01
1.656000000000000000e+03,2.843348083496093750e+02,-1.549328613281250000e+01,2.798174285888671875e+01
1.657000000000000000e+03,2.843592224121093750e+02,-1.549102783203125000e+01,2.798170852661132812e+01
1.658000000000000000e+03,2.843895874023437500e+02,-1.548873901367187500e+01,2.798168182373046875e+01
1.659000000000000000e+03,2.844447021484375000e+02,-1.548645019531250000e+01,2.798166656494140625e+01
1.660000000000000000e+03,2.845301513671875000e+02,-1.548416137695312500e+01,2.798162460327148438e+01
1.661000000000000000e+03,2.846218261718750000e+02,-1.548190307617187500e+01,2.798160552978515625e+01
1.662000000000000000e+03,2.846991271972656250e+02,-1.547961425781250000e+01,2.798157882690429688e+01
1.663000000000000000e+03,2.847724609375000000e+02,-1.547732543945312500e+01,2.798156356811523438e+01
1.664000000000000000e+03,2.848492431640625000e+02,-1.547503662109375000e+01,2.798152542114257812e+01
1.665000000000000000e+03,2.849575805664062500e+02,-1.547277832031250000e+01,2.798149490356445312e+01
1.666000000000000000e+03,2.850703430175781250e+02,-1.547048950195312500e+01,2.798147583007812500e+01
1.667000000000000000e+03,2.851784057617187500e+02,-1.546820068359375000e+01,2.798145675659179688e+01
1.668000000000000000e+03,2.853211975097656250e+02,-1.546591186523437500e+01,2.798142242431640625e+01
1.669000000000000000e+03,2.854148559570312500e+02,-1.546365356445312500e+01,2.798139953613281250e+01
1.670000000000000000e+03,2.854904479980468750e+02,-1.546136474609375000e+01,2.798137283325195312e+01
1.671000000000000000e+03,2.855499267578125000e+02,-1.545907592773437500e+01,2.798135375976562500e+01
1.672000000000000000e+03,2.855793151855468750e+02,-1.545678710937500000e+01,2.798131179809570312e+01
1.673000000000000000e+03,2.856485290527343750e+02,-1.545452880859375000e+01,2.798129653930664062e+01
1.674000000000000000e+03,2.857546081542968750e+02,-1.545223999023437500e+01,2.798126602172851562e+01
1.675000000000000000e+03,2.858716125488281250e+02,-1.544995117187500000e+01,2.798125076293945312e+01
1.676000000000000000e+03,2.859930419921875000e+02,-1.544766235351562500e+01,2.798121643066406250e+01
1.677000000000000000e+03,2.861094360351562500e+02,-1.544540405273437500e+01,2.798118209838867188e+01
1.678000000000000000e+03,2.862182312011718750e+02,-1.544311523437500000e+01,2.798116302490234375e+01
1.679000000000000000e+03,2.863654479980468750e+02,-1.544082641601562500e+01,2.798113632202148438e+01
1.680000000000000000e+03,2.864799499511718750e+02,-1.543853759765625000e+01,2.798111343383789062e+01
1.681000000000000000e+03,2.865933532714843750e+02,-1.543627929687500000e+01,2.798108673095703125e+01
1.682000000000000000e+03,2.867054443359375000e+02,-1.543399047851562500e+01,2.798104476928710938e+01
1.683000000000000000e+03,2.868156127929687500e+02,-1.543170166015625000e+01,2.798103713989257812e+01
1.684000000000000000e+03,2.869191284179687500e+02,-1.542941284179687500e+01,2.798101043701171875e+01
1.685000000000000000e+03,2.870151367187500000e+02,-1.542715454101562500e+01,2.798097610473632812e+01
1.686000000000000000e+03,2.870778198242187500e+02,-1.542486572265625000e+01,2.798094940185546875e+01
1.687000000000000000e+03,2.871645507812500000e+02,-1.542257690429687500e+01,2.798090744018554688e+01
1.688000000000000000e+03,2.872404479980468750e+02,-1.542028808593750000e+01,2.798089599609375000e+01
1.689000000000000000e+03,2.873057556152343750e+02,-1.541802978515625000e+01,2.798086166381835938e+01
1.690000000000000000e+03,2.873903808593750000e+02,-1.541574096679687500e+01,2.798083496093750000e+01
1.691000000000000000e+03,2.874541931152343750e+02,-1.541345214843750000e+01,2.798080825805664062e+01
1.692000000000000000e+03,2.875122985839843750e+02,-1.541116333007812500e+01,2.798078536987304688e+01
1.693000000000000000e+03,2.875735473632812500e+02,-1.540890502929687500e+01,2.798076629638671875e+01
1.694000000000000000e+03,2.875978088378906250e+02,-1.540661621093750000e+01,2.798073959350585938e+01
1.695000000000000000e+03,2.876820678710937500e+02,-1.540432739257812500e+01,2.798070526123046875e+01
1.696000000000000000e+03,2.877660217285156250e+02,-1.540203857421875000e+01,2.798068237304687500e+01
1.697000000000000000e+03,2.878265991210937500e+02,-1.539978027343750000e+01,2.798064422607421875e+01
1.698000000000000000e+03,2.879449768066406250e+02,-1.539749145507812500e+01,2.798063659667968750e+01
1.699000000000000000e+03,2.880299377441406250e+02,-1.539520263671875000e+01,2.798059463500976562e+01
1.700000000000000000e+03,2.880916748046875000e+02,-1.539291381835937500e+01,2.798057556152343750e+01
1.701000000000000000e+03,2.794456787109375000e+02,-1.561874389648437500e+01,2.798508834838867188e+01
1.702000000000000000e+03,2.793622436523437500e+02,-1.561645507812500000e+01,2.798506927490234375e+01
1.703000000000000000e+03,2.792468261718750000e+02,-1.561416625976562500e+01,2.798504638671875000e+01
1.704000000000000000e+03,2.790673522949218750e+02,-1.561190795898437500e+01,2.798503494262695312e+01
1.705000000000000000e+03,2.787966308593750000e+02,-1.560961914062500000e+01,2.798500061035156250e+01
1.706000000000000000e+03,2.787464599609375000e+02,-1.560733032226562500e+01,2.798498535156250000e+01
1.707000000000000000e+03,2.787471313476562500e+02,-1.560504150390625000e+01,2.798495864868164062e+01
1.708000000000000000e+03,2.787186889648437500e+02,-1.560278320312500000e+01,2.798493194580078125e+01
1.709000000000000000e+03,2.786156921386718750e+02,-1.560049438476562500e+01,2.798491287231445312e+01
1.710000000000000000e+03,2.781814575195312500e+02,-1.559820556640625000e+01,2.798488235473632812e+01
1.711000000000000000e+03,2.777207641601562500e+02,-1.559591674804687500e+01,2.798485565185546875e+01
1.712000000000000000e+03,2.773094787597656250e+02,-1.559365844726562500e+01,2.798482894897460938e+01
1.713000000000000000e+03,2.769100036621093750e+02,-1.559136962890625000e+01,2.798482131958007812e+01
1.714000000000000000e+03,2.765604553222656250e+02,-1.558908081054687500e+01,2.798479461669921875e+01
1.715000000000000000e+03,2.762997131347656250e+02,-1.558679199218750000e+01,2.798476791381835938e+01
1.716000000000000000e+03,2.761072998046875000e+02,-1.558453369140625000e+01,2.798472595214843750e+01
1.717000000000000000e+03,2.763508605957031250e+02,-1.558224487304687500e+01,2.798472213745117188e+01
1.718000000000000000e+03,2.762510070800781250e+02,-1.557995605468750000e+01,2.798468017578125000e+01
1.719000000000000000e+03,2.764064941406250000e+02,-1.557766723632812500e+01,2.798467254638671875e+01
1.720000000000000000e+03,2.767287597656250000e+02,-1.557540893554687500e+01,2.798464584350585938e+01
1.721000000000000000e+03,2.768079528808593750e+02,-1.557312011718750000e+01,2.798461914062500000e+01
1.722000000000000000e+03,2.771158752441406250e+02,-1.557083129882812500e+01,2.798459625244140625e+01
1.723000000000000000e+03,2.772827148437500000e+02,-1.556854248046875000e+01,2.798456954956054688e+01
1.724000000000000000e+03,2.773890075683593750e+02,-1.556628417968750000e+01,2.798454284667968750e+01
1.725000000000000000e+03,2.775029602050781250e+02,-1.556399536132812500e+01,2.798452377319335938e+01
1.726000000000000000e+03,2.776082458496093750e+02,-1.556170654296875000e+01,2.798450088500976562e+01
1.727000000000000000e+03,2.777200927734375000e+02,-1.555941772460937500e+01,2.798448181152343750e+01
1.728000000000000000e+03,2.781951904296875000e+02,-1.555715942382812500e+01,2.798445510864257812e+01
1.729000000000000000e+03,2.783847045898437500e+02,-1.555487060546875000e+01,2.798442840576171875e+01
1.730000000000000000e+03,2.785204772949218750e+02,-1.555258178710937500e+01,2.798441314697265625e+01
1.731000000000000000e+03,2.785447387695312500e+02,-1.555029296875000000e+01,2.798436355590820312e+01
1.732000000000000000e+03,2.782973937988281250e+02,-1.554803466796875000e+01,2.798435211181640625e+01
1.733000000000000000e+03,2.784375000000000000e+02,-1.554574584960937500e+01,2.798432922363281250e+01
1.734000000000000000e+03,2.788241271972656250e+02,-1.554345703125000000e+01,2.798430252075195312e+01
1.735000000000000000e+03,2.793268737792968750e+02,-1.554116821289062500e+01,2.798428344726562500e+01
1.736000000000000000e+03,2.797933654785156250e+02,-1.553890991210937500e+01,2.798425674438476562e+01
1.737000000000000000e+03,2.802558593750000000e+02,-1.553662109375000000e+01,2.798422241210937500e+01
1.738000000000000000e+03,2.807159118652343750e+02,-1.553433227539062500e+01,2.798419952392578125e+01
1.739000000000000000e+03,2.814057617187500000e+02,-1.553204345703125000e+01,2.798418045043945312e+01
1.740000000000000000e+03,2.818427429199218750e+02,-1.552978515625000000e+01,2.798416137695312500e+01
1.741000000000000000e+03,2.821884765625000000e+02,-1.552749633789062500e+01,2.798412704467773438e+01
1.742000000000000000e+03,2.824752502441406250e+02,-1.552520751953125000e+01,2.798410415649414062e+01
1.743000000000000000e+03,2.819938354492187500e+02,-1.552291870117187500e+01,2.798406982421875000e+01
1.744000000000000000e+03,2.821730041503906250e+02,-1.552062988281250000e+01,2.798405838012695312e+01
1.745000000000000000e+03,2.826164855957031250e+02,-1.551837158203125000e+01,2.798403167724609375e+01
1.746000000000000000e+03,2.829435119628906250e+02,-1.551608276367187500e+01,2.798398971557617188e+01
1.747000000000000000e+03,2.831405639648437500e+02,-1.551379394531250000e+01,2.798397445678710938e+01
1.748000000000000000e+03,2.833244934082031250e+02,-1.551153564453125000e+01,2.798395538330078125e+01
1.749000000000000000e+03,2.835162658691406250e+02,-1.550924682617187500e+01,2.798393630981445312e+01
1.750000000000000000e+03,2.837069702148437500e+02,-1.550695800781250000e+01,2.798390197753906250e+01
1.751000000000000000e+03,2.839000549316406250e+02,-1.550466918945312500e+01,2.798387908935546875e+01
1.752000000000000000e+03,2.840707702636718750e+02,-1.550238037109375000e+01,2.798385238647460938e+01
1.753000000000000000e+03,2.842273559570312500e+02,-1.550012207031250000e+01,2.798382568359375000e+01
1.754000000000000000e+03,2.845046997070312500e+02,-1.549783325195312500e+01,2.798380661010742188e+01
1.755000000000000000e+03,2.845965270996093750e+02,-1.549554443359375000e+01,2.798377609252929688e+01
1.756000000000000000e+03,2.846474609375000000e+02,-1.549325561523437500e+01,2.798374938964843750e+01
1.757000000000000000e+03,2.845564270019531250e+02,-1.549099731445312500e+01,2.798373031616210938e+01
1.758000000000000000e+03,2.846110229492187500e+02,-1.548870849609375000e+01,2.798370361328125000e+01
1.759000000000000000e+03,2.846776123046875000e+02,-1.548641967773437500e+01,2.798367691040039062e+01
1.760000000000000000e+03,2.847594909667968750e+02,-1.548413085937500000e+01,2.798365402221679688e+01
1.761000000000000000e+03,2.849490661621093750e+02,-1.548187255859375000e+01,2.798362731933593750e+01
1.762000000000000000e+03,2.850185852050781250e+02,-1.547958374023437500e+01,2.798359298706054688e+01
1.763000000000000000e+03,2.850838012695312500e+02,-1.547729492187500000e+01,2.798357772827148438e+01
1.764000000000000000e+03,2.850292053222656250e+02,-1.547500610351562500e+01,2.798353958129882812e+01
1.765000000000000000e+03,2.851235046386718750e+02,-1.547274780273437500e+01,2.798351287841796875e+01
1.766000000000000000e+03,2.852238464355468750e+02,-1.547045898437500000e+01,2.798348999023437500e+01
1.767000000000000000e+03,2.853269348144531250e+02,-1.546817016601562500e+01,2.798346328735351562e+01
1.768000000000000000e+03,2.854300231933593750e+02,-1.546588134765625000e+01,2.798343658447265625e+01
1.769000000000000000e+03,2.855290832519531250e+02,-1.546362304687500000e+01,2.798340988159179688e+01
1.770000000000000000e+03,2.856111145019531250e+02,-1.546133422851562500e+01,2.798338699340820312e+01
1.771000000000000000e+03,2.856805114746093750e+02,-1.545904541015625000e+01,2.798336791992187500e+01
1.772000000000000000e+03,2.857417297363281250e+02,-1.545675659179687500e+01,2.798334121704101562e+01
1.773000000000000000e+03,2.858115234375000000e+02,-1.545449829101562500e+01,2.798331451416015625e+01
1.774000000000000000e+03,2.859089355468750000e+02,-1.545220947265625000e+01,2.798328018188476562e+01
1.775000000000000000e+03,2.860054321289062500e+02,-1.544992065429687500e+01,2.798325729370117188e+01
1.776000000000000000e+03,2.861088256835937500e+02,-1.544763183593750000e+01,2.798323822021484375e+01
1.777000000000000000e+03,2.862121276855468750e+02,-1.544537353515625000e+01,2.798319625854492188e+01
1.778000000000000000e+03,2.863150939941406250e+02,-1.544308471679687500e+01,2.798316955566406250e+01
1.779000000000000000e+03,2.864571228027343750e+02,-1.544079589843750000e+01,2.798316192626953125e+01
1.780000000000000000e+03,2.865657043457031250e+02,-1.543850708007812500e+01,2.798312759399414062e+01
1.781000000000000000e+03,2.866738891601562500e+02,-1.543624877929687500e+01,2.798310089111328125e+01
1.782000000000000000e+03,2.867796325683593750e+02,-1.543395996093750000e+01,2.798306655883789062e+01
1.783000000000000000e+03,2.868846130371093750e+02,-1.543167114257812500e+01,2.798304748535156250e+01
1.784000000000000000e+03,2.869834899902343750e+02,-1.542938232421875000e+01,2.798302459716796875e+01
1.785000000000000000e+03,2.870697021484375000e+02,-1.542712402343750000e+01,2.798299407958984375e+01
1.786000000000000000e+03,2.871256408691406250e+02,-1.542483520507812500e+01,2.798295974731445312e+01
1.787000000000000000e+03,2.872035827636718750e+02,-1.542254638671875000e+01,2.798293685913085938e+01
1.788000000000000000e+03,2.872729797363281250e+02,-1.542025756835937500e+01,2.798291015625000000e+01
1.789000000000000000e+03,2.873371276855468750e+02,-1.541799926757812500e+01,2.798287582397460938e+01
1.790000000000000000e+03,2.874240417480468750e+02,-1.541571044921875000e+01,2.798286056518554688e+01
1.791000000000000000e+03,2.874914855957031250e+02,-1.541342163085937500e+01,2.798283386230468750e+01
1.792000000000000000e+03,2.875484924316406250e+02,-1.541113281250000000e+01,2.798279953002929688e+01
1.793000000000000000e+03,2.876052551269531250e+02,-1.540887451171875000e+01,2.798277282714843750e+01
1.794000000000000000e+03,2.876279602050781250e+02,-1.540658569335937500e+01,2.798276138305664062e+01
1.795000000000000000e+03,2.877045593261718750e+02,-1.540429687500000000e+01,2.798271942138671875e+01
1.796000000000000000e+03,2.877885437011718750e+02,-1.540200805664062500e+01,2.798269271850585938e+01
1.797000000000000000e+03,2.878427734375000000e+02,-1.539974975585937500e+01,2.798266983032226562e+01
1.798000000000000000e+03,2.879560241699218750e+02,-1.539746093750000000e+01,2.798265075683593750e+01
1.799000000000000000e+03,2.880400085449218750e+02,-1.539517211914062500e+01,2.798260116577148438e+01
1.800000000000000000e+03,2.880993652343750000e+02,-1.539288330078125000e+01,2.798259735107421875e+01
1.801000000000000000e+03,2.796706848144531250e+02,-1.561871337890625000e+01,2.798710250854492188e+01
1.802000000000000000e+03,2.795820007324218750e+02,-1.561642456054687500e+01,2.798709106445312500e+01
1.803000000000000000e+03,2.794500122070312500e+02,-1.561416625976562500e+01,2.798705673217773438e+01
1.804000000000000000e+03,2.792451477050781250e+02,-1.561187744140625000e+01,2.798704147338867188e+01
1.805000000000000000e+03,2.789432678222656250e+02,-1.560958862304687500e+01,2.798702239990234375e+01
1.806000000000000000e+03,2.788814392089843750e+02,-1.560729980468750000e+01,2.798699569702148438e+01
1.807000000000000000e+03,2.788842468261718750e+02,-1.560504150390625000e+01,2.798696899414062500e+01
1.808000000000000000e+03,2.788234863281250000e+02,-1.560275268554687500e+01,2.798693847656250000e+01
1.809000000000000000e+03,2.787161865234375000e+02,-1.560046386718750000e+01,2.798693466186523438e+01
1.810000000000000000e+03,2.781177673339843750e+02,-1.559817504882812500e+01,2.798690032958984375e+01
1.811000000000000000e+03,2.776489257812500000e+02,-1.559588623046875000e+01,2.798688507080078125e+01
1.812000000000000000e+03,2.772586364746093750e+02,-1.559362792968750000e+01,2.798685073852539062e+01
1.813000000000000000e+03,2.768864746093750000e+02,-1.559133911132812500e+01,2.798683166503906250e+01
1.814000000000000000e+03,2.765565490722656250e+02,-1.558905029296875000e+01,2.798680877685546875e+01
1.815000000000000000e+03,2.763405761718750000e+02,-1.558676147460937500e+01,2.798678207397460938e+01
1.816000000000000000e+03,2.761749572753906250e+02,-1.558450317382812500e+01,2.798674011230468750e+01
1.817000000000000000e+03,2.764394531250000000e+02,-1.558221435546875000e+01,2.798672866821289062e+01
1.818000000000000000e+03,2.764167785644531250e+02,-1.557992553710937500e+01,2.798670959472656250e+01
1.819000000000000000e+03,2.766110534667968750e+02,-1.557763671875000000e+01,2.798667907714843750e+01
1.820000000000000000e+03,2.769515686035156250e+02,-1.557537841796875000e+01,2.798666000366210938e+01
1.821000000000000000e+03,2.770335693359375000e+02,-1.557308959960937500e+01,2.798664474487304688e+01
1.822000000000000000e+03,2.773545837402343750e+02,-1.557080078125000000e+01,2.798661804199218750e+01
1.823000000000000000e+03,2.775378112792968750e+02,-1.556851196289062500e+01,2.798658370971679688e+01
1.824000000000000000e+03,2.776740722656250000e+02,-1.556625366210937500e+01,2.798656463623046875e+01
1.825000000000000000e+03,2.778196105957031250e+02,-1.556396484375000000e+01,2.798654556274414062e+01
1.826000000000000000e+03,2.779314270019531250e+02,-1.556167602539062500e+01,2.798651504516601562e+01
1.827000000000000000e+03,2.780079650878906250e+02,-1.555938720703125000e+01,2.798648834228515625e+01
1.828000000000000000e+03,2.784208679199218750e+02,-1.555712890625000000e+01,2.798646926879882812e+01
1.829000000000000000e+03,2.785564880371093750e+02,-1.555484008789062500e+01,2.798644256591796875e+01
1.830000000000000000e+03,2.787215881347656250e+02,-1.555255126953125000e+01,2.798641967773437500e+01
1.831000000000000000e+03,2.788044128417968750e+02,-1.555026245117187500e+01,2.798639297485351562e+01
1.832000000000000000e+03,2.785968933105468750e+02,-1.554800415039062500e+01,2.798636627197265625e+01
1.833000000000000000e+03,2.787695617675781250e+02,-1.554571533203125000e+01,2.798633956909179688e+01
1.834000000000000000e+03,2.790926818847656250e+02,-1.554342651367187500e+01,2.798631668090820312e+01
1.835000000000000000e+03,2.794868164062500000e+02,-1.554113769531250000e+01,2.798629760742187500e+01
1.836000000000000000e+03,2.798641967773437500e+02,-1.553887939453125000e+01,2.798626327514648438e+01
1.837000000000000000e+03,2.802767333984375000e+02,-1.553659057617187500e+01,2.798624420166015625e+01
1.838000000000000000e+03,2.807301635742187500e+02,-1.553430175781250000e+01,2.798621749877929688e+01
1.839000000000000000e+03,2.813853759765625000e+02,-1.553201293945312500e+01,2.798618698120117188e+01
1.840000000000000000e+03,2.818309020996093750e+02,-1.552975463867187500e+01,2.798616027832031250e+01
1.841000000000000000e+03,2.822380371093750000e+02,-1.552746582031250000e+01,2.798614883422851562e+01
1.842000000000000000e+03,2.825660400390625000e+02,-1.552517700195312500e+01,2.798611450195312500e+01
1.843000000000000000e+03,2.821050720214843750e+02,-1.552288818359375000e+01,2.798609161376953125e+01
1.844000000000000000e+03,2.825609130859375000e+02,-1.552062988281250000e+01,2.798606491088867188e+01
1.845000000000000000e+03,2.830203247070312500e+02,-1.551834106445312500e+01,2.798603820800781250e+01
1.846000000000000000e+03,2.832256469726562500e+02,-1.551605224609375000e+01,2.798601150512695312e+01
1.847000000000000000e+03,2.833712463378906250e+02,-1.551376342773437500e+01,2.798599243164062500e+01
1.848000000000000000e+03,2.835169982910156250e+02,-1.551150512695312500e+01,2.798596191406250000e+01
1.849000000000000000e+03,2.836911926269531250e+02,-1.550921630859375000e+01,2.798594284057617188e+01
1.850000000000000000e+03,2.838871765136718750e+02,-1.550692749023437500e+01,2.798590850830078125e+01
1.851000000000000000e+03,2.840866088867187500e+02,-1.550463867187500000e+01,2.798590087890625000e+01
1.852000000000000000e+03,2.842514648437500000e+02,-1.550238037109375000e+01,2.798586273193359375e+01
1.853000000000000000e+03,2.843965759277343750e+02,-1.550009155273437500e+01,2.798583984375000000e+01
1.854000000000000000e+03,2.846605529785156250e+02,-1.549780273437500000e+01,2.798581314086914062e+01
1.855000000000000000e+03,2.847628479003906250e+02,-1.549551391601562500e+01,2.798578643798828125e+01
1.856000000000000000e+03,2.848276977539062500e+02,-1.549325561523437500e+01,2.798576354980468750e+01
1.857000000000000000e+03,2.847659301757812500e+02,-1.549096679687500000e+01,2.798573684692382812e+01
1.858000000000000000e+03,2.848373718261718750e+02,-1.548867797851562500e+01,2.798571777343750000e+01
1.859000000000000000e+03,2.849104614257812500e+02,-1.548638916015625000e+01,2.798568344116210938e+01
1.860000000000000000e+03,2.849858398437500000e+02,-1.548413085937500000e+01,2.798565673828125000e+01
1.861000000000000000e+03,2.851700744628906250e+02,-1.548184204101562500e+01,2.798564147949218750e+01
1.862000000000000000e+03,2.852316589355468750e+02,-1.547955322265625000e+01,2.798561477661132812e+01
